Organization,AwardYear,AWARD_SUM,AWARD_COUNT,AverageAwardDuration,Award Total
Kennesaw State University Research and Service Foundation,2010,4075418,7,3.285714286,
Kennesaw State University Research and Service Foundation,2009,1200277,3,3.333333333,
Kennesaw State University Research and Service Foundation,2008,954542,2,4.5,
Kennesaw State University Research and Service Foundation,2007,1026038,2,5.5,
KENT SEATECH CORPORATION,2004,599812,2,1,
Kent State University,2012,1755692,9,2.666666667,
Kent State University,2011,3536972,13,2.538461538,
Kent State University,2010,4440454,17,2.941176471,
Kent State University,2009,7204824,18,3.388888889,
Kent State University,2008,1748918,10,3.5,
Kent State University,2007,5329445,18,3.388888889,
Kent State University,2006,3653817,16,3.4375,
Kent State University,2005,6387899,11,3.909090909,
Kent State University,2004,2048581,9,3.555555556,
Kent State University,2003,4299594,15,3.466666667,
Kent State University,2002,2161831,15,3.333333333,
Kent State University,2001,5644939,18,3.555555556,
Kentucky Community & Technical College System,2010,540525,2,3,
Kentucky Community & Technical College System,2008,1006562,3,4,
Kentucky Community & Technical College System,2007,1695860,3,4,
Kentucky Community & Technical College System,2006,2165982,3,4.333333333,
Kentucky Community & Technical College System,2004,379031,3,2,
Kentucky Community & Technical College System,2001,2789587,3,4.333333333,
Kenyon College,2011,478000,2,2.5,
Kenyon College,2005,814252,3,3.666666667,
Kenyon College,2002,308399,2,3.5,
Kettering University,2009,114385,2,3.5,
Kettering University,2003,587485,2,3,
Kettering University,2002,514312,2,3,
Kettering University,2001,445938,4,1.75,
Keystone Symposia on Molecular and Cellular Biology,2011,30000,4,1,
Keystone Symposia on Molecular and Cellular Biology,2010,19500,2,1,
Keystone Symposia on Molecular and Cellular Biology,2008,25500,2,0.5,
Keystone Symposia on Molecular and Cellular Biology,2004,8000,2,0.5,
Keystone Symposia on Molecular and Cellular Biology,2003,30000,2,0.5,
Keystone Symposia on Molecular and Cellular Biology,2001,18000,2,1.5,
Kirkwood Community College,2004,3499934,2,5.5,
KITWARE INC,2005,570500,2,1,
KMG2 Sensors Corporation,2006,98542,2,0,
Knox College,2002,64158,2,2,
KSE Inc,2003,600000,2,1,
KSE Inc,2002,200000,2,0,
"Ksplice, Inc.",2010,375000,2,0.5,
"Kubota Research Associates, Inc.",2007,192950,2,0.5,
Kutztown University,2010,178522,2,2.5,
La Salle University,2003,14437654,3,5.333333333,
Lab21 Inc,2009,287500,2,1,
Lafayette College,2012,603441,3,3,
Lafayette College,2011,663316,5,1.6,
Lafayette College,2010,935642,3,3.666666667,
Lafayette College,2009,985822,4,3,
Lafayette College,2007,1951943,6,4.333333333,
Lafayette College,2006,867469,5,4.2,
Lafayette College,2005,506565,3,4,
Lafayette College,2004,605278,6,2.5,
Lafayette College,2003,940363,6,3,
Lafayette College,2002,977963,8,3.375,
Lafayette College,2001,232505,3,3.333333333,
"Lake Shore Cryotronics, Inc",2010,649426,2,1,
"Lake Shore Cryotronics, Inc",2008,249719,2,0.5,
Lake Superior State University,2009,243761,2,2,
Lake Superior State University,2002,291736,2,3,
Lake Superior State University,2001,214450,2,4,
Lamar University Beaumont,2012,774601,2,4,
Lamar University Beaumont,2011,558340,4,1.5,
Lamar University Beaumont,2010,314341,3,2.333333333,
Lamar University Beaumont,2009,2002263,5,3.8,
Lamar University Beaumont,2008,482844,5,2.6,
Lamar University Beaumont,2007,713514,3,3,
Lamar University Beaumont,2006,289612,3,3,
Lamar University Beaumont,2004,129297,2,2,
Lamar University Beaumont,2003,252312,3,2,
Lamar University Beaumont,2002,386449,4,3.5,
Lamar University Beaumont,2001,349875,2,3,
Lane Community College,2009,1502354,2,3,
Laserlith Corporation,2012,299421,2,0.5,
Laucks Foundation,2007,149581,2,2,
Lawrence Berkeley Laboratory,2008,33501,2,1,
Lawrence Berkeley Laboratory,2004,533319,2,2,
Lawrence Berkeley National Laboratory,2009,374905,2,3,
Lawrence Technological University,2012,276567,3,2.666666667,
Lawrence Technological University,2010,2428972,3,2.666666667,
Lawrence Technological University,2008,474002,2,3,
Lawrence University,2009,585764,2,3.5,
Lawrence University,2005,256677,2,3,
Lawrence University,2003,278043,2,2,
Lehigh University,2012,4157977,23,2.304347826,
Lehigh University,2011,8004278,28,2.75,
Lehigh University,2010,11850339,31,2.935483871,
Lehigh University,2009,12309308,34,3.235294118,
Lehigh University,2008,6493969,20,3.5,
Lehigh University,2007,8229802,25,3.6,
Lehigh University,2006,9986633,27,3.481481481,
Lehigh University,2005,4494896,25,3.12,
Lehigh University,2004,10498786,32,3.28125,
Lehigh University,2003,7940092,23,3.47826087,
Lehigh University,2002,10960608,20,3.85,
Lehigh University,2001,5954433,21,3.476190476,
Lenterra Inc,2010,644860,2,1,
"LessonLab, Inc.",2007,1244000,2,2,
"LessonLab, Inc.",2003,1813458,2,3,
LeTourneau University,2010,1420788,3,3.333333333,
Lewis and Clark College,2012,278343,2,3,
Lewis and Clark College,2011,383781,3,3.666666667,
Lewis and Clark College,2010,496995,2,3,
Lewis and Clark College,2009,755120,3,3.666666667,
Lewis and Clark College,2008,332603,3,3.666666667,
Lewis and Clark College,2007,494495,2,3.5,
Lewis and Clark College,2006,722061,2,5,
Lewis and Clark College,2004,142268,2,4,
Lewis and Clark College,2003,426682,2,4,
Lewis and Clark Community College,2012,398881,2,3,
"Life BioScience, Inc.",2010,468220,3,0.333333333,
Lincoln University,2012,383182,2,2,
Lincoln University,2010,1464774,3,3,
Lincoln University,2007,408802,2,4,
Lincoln University,2004,2447450,2,4,
Linn Benton Community College,2010,576735,2,3,
Little Big Horn College,2003,2572610,2,6,
LNKChemsolutions,2006,200000,2,1,
Lockheed-Martin Advanced Technology Center,2005,284875,2,4,
LogicMill Technology,2004,624000,2,1,
Long Island University,2008,285559,3,3,
Long Island University,2002,367541,3,2.333333333,
Los Angeles County Museum of Natural History Foundation,2012,983135,4,3.25,
Los Angeles County Museum of Natural History Foundation,2010,1065526,4,3.25,
Los Angeles County Museum of Natural History Foundation,2005,1833000,5,4,
Los Angeles County Museum of Natural History Foundation,2003,609453,4,3.5,
Los Angeles County Museum of Natural History Foundation,2002,1125344,4,3.5,
LOS GATOS RESEARCH INC,2007,593460,2,1.5,
LOS GATOS RESEARCH INC,2004,777779,3,1,
LOS GATOS RESEARCH INC,2003,766833,2,1.5,
LOS GATOS RESEARCH INC,2002,300000,3,0.333333333,
Los Rios Community College District,2009,807414,2,3.5,
Louisiana Board of Regents,2010,13087518,5,3.4,
Louisiana Board of Regents,2007,11620259,2,4.5,
Louisiana State University & Agricultural and Mechanical College,2012,8588764,33,3.060606061,
Louisiana State University & Agricultural and Mechanical College,2011,10178381,43,2.674418605,
Louisiana State University & Agricultural and Mechanical College,2010,12384710,51,2.529411765,
Louisiana State University & Agricultural and Mechanical College,2009,29317275,67,3.089552239,
Louisiana State University & Agricultural and Mechanical College,2008,23573624,44,3.636363636,
Louisiana State University & Agricultural and Mechanical College,2007,13487283,47,3.595744681,
Louisiana State University & Agricultural and Mechanical College,2006,11455098,45,3.266666667,
Louisiana State University & Agricultural and Mechanical College,2005,14678986,51,3.37254902,
Louisiana State University & Agricultural and Mechanical College,2004,13545912,44,3.590909091,
Louisiana State University & Agricultural and Mechanical College,2003,19729936,46,3.826086957,
Louisiana State University & Agricultural and Mechanical College,2002,8984131,37,3.459459459,
Louisiana State University & Agricultural and Mechanical College,2001,10985344,39,3.307692308,
Louisiana State University Agricultural Center,2010,1275658,4,2.5,
Louisiana State University Shreveport,2010,307593,2,2.5,
Louisiana State University Shreveport,2002,447476,2,2.5,
Louisiana Tech University,2012,543821,3,2.333333333,
Louisiana Tech University,2011,1058625,4,3.5,
Louisiana Tech University,2010,1176494,5,2.8,
Louisiana Tech University,2009,2256500,5,3.8,
Louisiana Tech University,2008,1100000,3,3.666666667,
Louisiana Tech University,2007,5039731,10,3.3,
Louisiana Tech University,2006,2372924,7,2.714285714,
Louisiana Tech University,2005,2083725,11,3.181818182,
Louisiana Tech University,2004,917112,6,2.666666667,
Louisiana Tech University,2003,3434325,7,3.857142857,
Louisiana Universities Marine Corsortium,2012,347439,2,4,
Louisiana Universities Marine Corsortium,2011,173587,3,1.666666667,
Louisiana Universities Marine Corsortium,2010,875034,7,1.857142857,
Louisiana Universities Marine Corsortium,2009,547243,4,2.5,
Louisiana Universities Marine Corsortium,2008,57242,3,1,
Louisiana Universities Marine Corsortium,2006,620982,4,2.75,
Louisiana Universities Marine Corsortium,2005,1629406,2,4.5,
Louisiana Universities Marine Corsortium,2004,63519,2,1.5,
Louisiana Universities Marine Corsortium,2003,359582,4,2.5,
Louisiana Universities Marine Corsortium,2002,1380740,4,3,
Louisiana Universities Marine Corsortium,2001,1341487,4,4.25,
"Louisville Bioscience, Inc.",2010,549727,2,1,
Lowell Observatory,2012,156707,2,3.5,
Lowell Observatory,2010,2082382,4,3.25,
Lowell Observatory,2005,513128,3,3.333333333,
Lowell Observatory,2004,723430,4,3.5,
Lowell Observatory,2002,599169,2,3,
Lowell Observatory,2001,658672,2,3.5,
Loyola Marymount University,2012,1648349,3,4,
Loyola Marymount University,2011,1118416,6,2.5,
Loyola Marymount University,2010,474001,3,2.666666667,
Loyola Marymount University,2009,712121,4,3.25,
Loyola Marymount University,2008,584638,2,3.5,
Loyola Marymount University,2007,321244,3,2.666666667,
Loyola Marymount University,2005,202429,2,2.5,
Loyola Marymount University,2004,691441,2,3,
Loyola Marymount University,2003,260000,2,1.5,
Loyola Marymount University,2001,499644,2,3.5,
"Loyola University Maryland, Inc.",2012,362545,2,3,
"Loyola University Maryland, Inc.",2010,307417,2,3,
"Loyola University Maryland, Inc.",2009,488109,2,3,
"Loyola University Maryland, Inc.",2003,408722,3,3.666666667,
Loyola University New Orleans,2008,235561,2,2,
Loyola University New Orleans,2002,165371,2,3,
Loyola University of Chicago,2012,692103,4,3,
Loyola University of Chicago,2011,1861761,8,3,
Loyola University of Chicago,2010,1199863,5,2.8,
Loyola University of Chicago,2009,726549,4,2.75,
Loyola University of Chicago,2008,1613443,5,3.4,
Loyola University of Chicago,2007,1134563,5,4.8,
Loyola University of Chicago,2006,705116,3,3.666666667,
Loyola University of Chicago,2005,299261,2,1.5,
Loyola University of Chicago,2004,304352,3,2.333333333,
Loyola University of Chicago,2002,2191528,9,3.111111111,
Loyola University of Chicago,2001,787062,5,2.4,
Loyola University Stritch School of Medicine,2009,666826,2,3,
LS TECHNOLOGIES,2006,200000,2,0,
LSU Health Sciences Center -Shreveport,2005,817338,2,4,
LSU Health Sciences Center -Shreveport,2001,774000,2,3,
Lucent Technologies Bell Laboratories,2010,82044,2,3,
Lucent Technologies Bell Laboratories,2009,186513,2,3,
Lucent Technologies Bell Laboratories,2007,74000,2,2,
Lucent Technologies Bell Laboratories,2006,558000,2,3,
Lucent Technologies Bell Laboratories,2005,443416,2,2.5,
Lucent Technologies Bell Laboratories,2003,1891236,4,2.25,
LUCIGEN CORPORATION,2009,200000,2,0,
LUMARRAY LLC,2009,834939,2,2,
"Lumiphore, Inc.",2012,649173,2,1.5,
"Luna Innovations, Incorporated",2007,629821,2,1,
"Luna Innovations, Incorporated",2004,1285600,3,1.333333333,
"Luna Innovations, Incorporated",2003,1015819,4,0.75,
"Luna Innovations, Incorporated",2002,299873,3,0.666666667,
"Luna Innovations, Incorporated",2001,711840,3,0.666666667,
Luther College,2009,224477,2,3,
Luther College,2003,266549,2,3.5,
Luther College,2001,409638,4,2.25,
Lycoming College,2001,101240,2,2,
"Lynntech, Inc",2007,200000,2,0.5,
"Lynntech, Inc",2005,933258,2,2,
"Lynntech, Inc",2004,992100,2,2,
"Lynntech, Inc",2003,1372299,6,1.166666667,
"Lynntech, Inc",2002,1472285,7,1.142857143,
"Lynntech, Inc",2001,878564,4,0.75,
Macalester College,2012,531582,2,3,
Macalester College,2011,338524,4,3,
Macalester College,2010,2709778,12,3.25,
Macalester College,2009,1666091,7,3.571428571,
Macalester College,2008,420398,6,2.833333333,
Macalester College,2007,306451,2,3,
Macalester College,2005,740839,5,3,
Macalester College,2003,455075,4,3.25,
Macalester College,2002,579089,3,3.333333333,
Macalester College,2001,354906,3,2.333333333,
MacNeilLehrerProductions,2011,1747865,2,2,
Macomb Community College,2008,219661,2,2,
MACRO INTERNATIONAL,2002,11136781,3,8.333333333,
"MACRO INTERNATIONAL, INC",2007,3902966,2,3,
Madison Area Technical College,2011,1351447,2,2.5,
Madison Area Technical College,2005,1099965,3,4.333333333,
Madison Area Technical College,2002,684280,2,5,
Manhattan College,2011,360379,3,2.333333333,
Manhattan College,2009,168789,2,3,
Maricopa County Community College District,2012,4110046,5,3.4,
Maricopa County Community College District,2011,2865096,4,3.25,
Maricopa County Community College District,2010,1260435,5,2.2,
Maricopa County Community College District,2008,2134243,5,3.4,
Maricopa County Community College District,2007,1529941,2,4.5,
Maricopa County Community College District,2006,2775481,4,5,
Maricopa County Community College District,2005,2900065,3,4.333333333,
Maricopa County Community College District,2004,3591326,4,4,
Maricopa County Community College District,2003,1553483,3,5,
Maricopa County Community College District,2002,1762109,3,4.666666667,
Maricopa County Community College District,2001,1214483,3,3.333333333,
Marine Biological Laboratory,2012,2527249,6,2.833333333,
Marine Biological Laboratory,2011,8534556,13,3.153846154,
Marine Biological Laboratory,2010,4115757,7,2.714285714,
Marine Biological Laboratory,2009,8084765,18,3,
Marine Biological Laboratory,2008,11013050,12,3.166666667,
Marine Biological Laboratory,2007,4308878,9,3.333333333,
Marine Biological Laboratory,2006,2075424,7,3.714285714,
Marine Biological Laboratory,2005,2039071,6,3.666666667,
Marine Biological Laboratory,2004,13497281,8,4.375,
Marine Biological Laboratory,2003,1700340,5,3.6,
Marine Biological Laboratory,2002,5618229,6,4,
Marine Biological Laboratory,2001,5709655,9,3.888888889,
Marine Environmental Sciences Consortium,2010,199867,2,1,
Marine Environmental Sciences Consortium,2005,451534,2,2.5,
Marist College,2008,564999,2,2,
Marquette University,2012,428852,2,2.5,
Marquette University,2011,1591551,6,2.666666667,
Marquette University,2010,3349754,9,3.111111111,
Marquette University,2009,2998604,8,2.75,
Marquette University,2008,2045726,5,4,
Marquette University,2007,539500,3,2.333333333,
Marquette University,2006,126022,2,2,
Marquette University,2005,1204016,4,3.5,
Marquette University,2004,2960705,9,3.777777778,
Marquette University,2003,2624216,5,3.8,
Marquette University,2001,993745,4,2.75,
Marshall University Research Corporation,2012,580106,2,2.5,
Marshall University Research Corporation,2010,1262561,6,2.833333333,
Marshall University Research Corporation,2009,1348058,2,3.5,
Marshall University Research Corporation,2007,928326,2,3.5,
Marshall University Research Corporation,2006,893410,4,3.5,
Marshall University Research Corporation,2002,283373,2,2.5,
Marshall University Research Corporation,2001,434244,2,2.5,
Marygrove College,2001,21816,2,1.5,
Maryland Science Center,2009,480805,2,2.5,
Marymount University,2008,695734,2,4.5,
Maryville College,2012,244797,2,3,
Massachusetts General Hospital,2012,729500,3,2.333333333,
Massachusetts General Hospital,2010,1484858,3,2.333333333,
Massachusetts General Hospital,2009,3187913,8,3,
Massachusetts General Hospital,2008,1639681,3,3.666666667,
Massachusetts General Hospital,2006,2350000,4,2,
Massachusetts General Hospital,2005,986168,4,3.25,
Massachusetts General Hospital,2004,1741914,3,1.666666667,
Massachusetts General Hospital,2002,4040827,3,4,
Massachusetts General Hospital,2001,596784,5,2,
Massachusetts Institute of Technology,2012,41147433,113,2.911504425,
